,Unnamed: 0,id,text,created_at,lang,source,name,screen_name,bio,us_created_at,followers_count,friends_count,statuses_count,favourites_count,country,country_code,locality,region,sub_region,coordinates,gender_pred,gender,text_pp,sentiment
4326,4326,1653861301293129728,Los calificativos son fuertes pero esta gente dan Náuseas!!es imposible hablar algo positivo de estos especímenes!! https://t.co/kwS2r2VkAw,2023-05-03T20:37:16+00:00,es,twitter,"No mNo mNo mNo mNo matchtchtchtchtchlbNo mNo mNo mNo mNo matchtchtchtchtch mNo mNo mNo mNo mNo matchtchtchtchtchchin cuNo mNo mNo mNo mNo matchtchtchtchtchdro,escritorNo mNo mNo mNo mNo matchtchtchtchtch Betseller pintorNo mNo mNo mNo mNo matchtchtchtchtch.",@MNo mNo mNo mNo matchtchtchtchchinAlbNo mNo mNo mNo matchtchtchtch,La palabra es mi Poder!,2013-03-10T18:01:45+00:00,267,560,6267,7220,Uruguay,UY,,Canelones,,"-34.64444, -56.28861",1,Woman,Los calificativos son fuertes pero esta gente dan Náuseas!es imposible hablar algo positivo de estos especímenes! URL,negative
4327,4327,1653856574417391616,@_fwl @portalmvd Voy a vomitar y vuelvo.,2023-05-03T20:18:29+00:00,es,twitter,Angeles VNo mNo mNo mNo mNo matchtchtchtchtchzquez RierNo mNo mNo mNo mNo matchtchtchtchtch,@AngelesokNo mNo mNo mNo matchtchtchtchy,"Ser mamá fue la experiencia más linda de mi vida. Ex azafata marítima. Aprendiendo a cortar el pelo a niños y adultos. 
Cuanto más ofrecemos, más recibimos 🙌",2015-12-06T19:40:16+00:00,4690,2867,102170,221411,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",2,Man,Voy a vomitar y vuelvo.,negative
4328,4328,1653842379680411651,es que hay veces que me siento y vomito https://t.co/jcuDIIJWiO,2023-05-03T19:22:04+00:00,es,twitter,No mNo mNo mNo mNo matchtchtchtchtchsh ✩⁵,@chrsNo mNo mNo mNo matchtchtchtchshw,#방찬 (ෆ˙ᵕ˙ෆ)♡,2014-12-11T01:27:21+00:00,475,879,44789,10473,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,es que hay veces que me siento y vomito URL,negative
4329,4329,1653830442041090074,Aaaa que ganas de vomitar 🤮,2023-05-03T18:34:38+00:00,es,twitter,blNo mNo mNo mNo mNo matchtchtchtchtchke🤍,@TrilceeSNo mNo mNo mNo matchtchtchtchnchezz,escribo boludeces y a veces estudio en la fcea,2015-02-02T01:07:37+00:00,7292,3207,143694,15180,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,Aaaa que ganas de vomitar  EMOJI ,negative
4330,4330,1653829866511368192,@melaniemachadoo sameeeee era re asquerosa para comer e hicieron una sopa licuada verde de aspecto a hulk y como no quería tomarla me abrieron la boca a la fuerza y me empezaron a hacer tomar la sopa hasta que vomite arriba del mismo plato nunca más sopas verdes,2023-05-03T18:32:21+00:00,es,twitter,louNo mNo mNo mNo mNo matchtchtchtchtch,@bitchwhNo mNo mNo mNo matchtchtchtchthnumbersfuck,"😤
http://instagram.com/wataf4?igshid=…",2017-02-06T06:04:32+00:00,334,451,30854,70826,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,sameeeee era re asquerosa para comer e hicieron una sopa licuada verde de aspecto a hulk y como no quería tomarla me abrieron la boca a la fuerza y me empezaron a hacer tomar la sopa hasta que vomite arriba del mismo plato nunca más sopas verdes,negative
4331,4331,1653816463638052866,@IbaiLlanos Estas por vomitar?,2023-05-03T17:39:06+00:00,es,twitter,LNo mNo mNo mNo mNo matchtchtchtchtchlolNo mNo mNo mNo mNo matchtchtchtchtchndiNo mNo mNo mNo mNo matchtchtchtchtch,@AleGNo mNo mNo mNo matchtchtchtchyvoronsky,"Exhibitions in Uruguay🇺🇾-Spain🇪🇸-Germany🇩🇪
Dad of 2 Artist-Painter- Writer 
The world will be better in a long time",2013-10-10T12:53:28+00:00,1305,3810,12872,16401,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,Estas por vomitar?,negative
4332,4332,1653813953108094978,che quien chota les dijo a las minas que les queda bien usar perfumes dulces? apártense voy a vomitar,2023-05-03T17:29:07+00:00,es,twitter,revistNo mNo mNo mNo mNo matchtchtchtchtch pNo mNo mNo mNo mNo matchtchtchtchtchulNo mNo mNo mNo mNo matchtchtchtchtch edición bNo mNo mNo mNo mNo matchtchtchtchtchrbie 💋,@No mNo mNo mNo matchtchtchtchmbNo mNo mNo mNo matchtchtchtchrNo mNo mNo mNo matchtchtchtchmNo mNo mNo mNo matchtchtchtchrillo_,"en una relación complicada con la sociología; amar la trama más que el desenlace; buitres, café, izquierda, libros y cine argentino/brasilero",2015-04-15T08:02:07+00:00,1939,521,72350,109079,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,che quien chota les dijo a las minas que les queda bien usar perfumes dulces? apártense voy a vomitar,negative
4333,4333,1653813187643420704,@OscarAlejo927 @nacional_memes Es peligroso estornudar con diarrea,2023-05-03T17:26:04+00:00,es,twitter,MP,@emepeuy,yo estoy al derecho dado vuelta estas vos,2009-12-17T11:38:43+00:00,527,570,8752,9933,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,Es peligroso estornudar con diarrea,negative
4334,4334,1653800503015354370,"@Viconnia No veo problema, vos usas el water y el gato el arenero 🤣🤣🤣 problema sería que dos personas que usen 1 water solo estén con diarrea 😅😅😅",2023-05-03T16:35:40+00:00,es,twitter,MNo mNo mNo mNo mNo matchtchtchtchtchknumbersnumbers Live,@mNo mNo mNo mNo matchtchtchtchknumbersnumberslive,"¡Me gusta crear contenido y compartirlo para entretener!! :3 @amazongames y @StarforgePCs Partner.
https://linktr.ee/mak01live",2010-12-19T22:28:22+00:00,145,376,3198,1834,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,"No veo problema, vos usas el water y el gato el arenero  EMOJI  problema sería que dos personas que usen NUM water solo estén con diarrea  EMOJI ",negative
4335,4335,1653798181811920898,"la higiene en las casas que tienen animales adentro es lo principal, anda a cagar con soportar el olor a perro, gato o lo que raye me vomito 🤮🤮",2023-05-03T16:26:27+00:00,es,twitter,RominNo mNo mNo mNo mNo matchtchtchtchtchNo mNo mNo mNo mNo matchtchtchtchtch,@riquitisimNo mNo mNo mNo matchtchtchtchNo mNo mNo mNo matchtchtchtch,Romina Techera 🌺  𝓐𝓰𝓾𝓪𝓭𝓪 𝓑𝓪𝓻𝓻𝓲𝓸,2021-05-25T01:47:12+00:00,569,179,2761,2992,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,"la higiene en las casas que tienen animales adentro es lo principal, anda a cagar con soportar el olor a perro, gato o lo que raye me vomito  EMOJI ",negative
4336,4336,1653794484721778689,"@juli_villagraa Q asco wtf,vomito",2023-05-03T16:11:45+00:00,es,twitter,rierNo mNo mNo mNo mNo matchtchtchtchtchnNo mNo mNo mNo mNo matchtchtchtchtchhiNo mNo mNo mNo mNo matchtchtchtchtchrNo mNo mNo mNo mNo matchtchtchtchtchNo mNo mNo mNo mNo matchtchtchtchtch🥀,@nNo mNo mNo mNo matchtchtchtchhiNo mNo mNo mNo matchtchtchtchrNo mNo mNo mNo matchtchtchtchrierNo mNo mNo mNo matchtchtchtchnumbers,🇺🇾,2023-02-27T22:57:37+00:00,78,70,145,109,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,"Q asco wtf,vomito",negative
4337,4337,1653787002532163586,me dieron ganas de vomitar de verlo nomás https://t.co/m1HBexL9CS,2023-05-03T15:42:01+00:00,es,twitter,mNo mNo mNo mNo mNo matchtchtchtchtchrti,@mNo mNo mNo mNo matchtchtchtchrtibengoNo mNo mNo mNo matchtchtchtchNo mNo mNo mNo matchtchtchtch,,2022-09-05T10:55:32+00:00,173,144,10174,19902,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,me dieron ganas de vomitar de verlo nomás URL,negative
4338,4338,1653780323275005952,Solo quiero disfrutar de una comida rica sin náuseas,2023-05-03T15:15:29+00:00,es,twitter,oriNo mNo mNo mNo mNo matchtchtchtchtch,@scorrpyon,"♏ 1998.      

3 de azúcar y un poquito más",2017-08-23T22:08:59+00:00,224,379,12207,15917,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",2,Man,Solo quiero disfrutar de una comida rica sin náuseas,neutral
4339,4339,1653776050357256193,"@racandmorty ¡Sí, eh!  Y combinarlo con algún modulador de voz para casos de estreñimiento.  Me parece una idea con un potencial increíble.  Y todo redunda, en definitiva, en un aumento de la productividad.",2023-05-03T14:58:30+00:00,es,twitter,GNo mNo mNo mNo mNo matchtchtchtchtchby,@GFnumbersnumbersnumbersnumbersnumbersnumbersnumbersnumbers,Inútil sin referencias,2020-01-30T21:32:09+00:00,166,344,15071,38236,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,"¡Sí, eh!  Y combinarlo con algún modulador de voz para casos de estreñimiento.  Me parece una idea con un potencial increíble.  Y todo redunda, en definitiva, en un aumento de la productividad.",positive
4340,4340,1653770677038481408,@juli_villagraa Yo puedo llegar a vomitar si me hacen eso 🥲,2023-05-03T14:37:09+00:00,es,twitter,Miluu 🎀,@Miliii__numbers,http://vsco.co/-milii-,2022-01-31T22:53:16+00:00,163,147,1046,7285,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",2,Man,Yo puedo llegar a vomitar si me hacen eso  EMOJI ,negative
4341,4341,1653757905332588544,vomito vomito 🤣,2023-05-03T13:46:24+00:00,es,twitter,ppeñNo mNo mNo mNo mNo matchtchtchtchtchrol,@__ccNo mNo mNo mNo matchtchtchtchNo mNo mNo mNo matchtchtchtchNo mNo mNo mNo matchtchtchtchmii,"Yo soy como Peñarol, un orgullo nacional 💛🖤",2020-11-05T13:34:43+00:00,397,292,10365,7076,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,vomito vomito  EMOJI ,negative
4342,4342,1653725628036784129,como le explico a la de fisica que llego tarde porque me sentia mal al punto de vomitar pero que voy igual solo por la nota y para hablar con ella de como subirla,2023-05-03T11:38:09+00:00,es,twitter,tNo mNo mNo mNo mNo matchtchtchtchtchis,@tttNo mNo mNo mNo matchtchtchtchNo mNo mNo mNo matchtchtchtchis_,,2016-09-18T11:43:53+00:00,96,208,2033,23982,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,como le explico a la de fisica que llego tarde porque me sentia mal al punto de vomitar pero que voy igual solo por la nota y para hablar con ella de como subirla,negative
4343,4343,1653721378112110594,"@Matyloquen A los 16 años  me agarre salmonella, vomite 19 veces (me quedo el reflejo del vomito y no podía parar) hasta termine escupiendo sangre 
en la emergencia, me tuvieron que pasar un sedante fuertísimo por una vía y estuve 3 días internado

fue una mierda, no se lo deseo a nadie",2023-05-03T11:21:15+00:00,es,twitter,el Pibe bNo mNo mNo mNo mNo matchtchtchtchtchnditNo mNo mNo mNo mNo matchtchtchtchtchs de Rock🎸,@Gintonicolino,asi para cuando tenga 40 ver lo que yo pensaba a los 22.,2016-07-27T19:18:23+00:00,132,128,2514,1870,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,"A los NUM años  me agarre salmonella, vomite NUM veces (me quedo el reflejo del vomito y no podía parar) hasta termine escupiendo sangre  en la emergencia, me tuvieron que pasar un sedante fuertísimo por una vía y estuve NUM días internado  fue una mierda, no se lo deseo a nadie",negative
4344,4344,1653660897515036673,Cabe destacar que ayer ya vomite todo,2023-05-03T07:20:56+00:00,es,twitter,lucíNo mNo mNo mNo mNo matchtchtchtchtch,@sunflowerluciNo mNo mNo mNo matchtchtchtch,Demasiado picky picky picky,2020-05-31T23:10:30+00:00,22,96,927,7567,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,Cabe destacar que ayer ya vomite todo,negative
4345,4345,1653624558316924929,estar triste me da ganas de vomitar,2023-05-03T04:56:32+00:00,es,twitter,No mNo mNo mNo mNo matchtchtchtchtchld,@vNo mNo mNo mNo matchtchtchtchlegonz__,you talk of the pain like it's all alright,2021-08-19T02:54:48+00:00,267,264,2581,10456,Uruguay,UY,San José de Mayo,San José,,"-34.3375, -56.71361",1,Woman,estar triste me da ganas de vomitar,negative
4346,4346,1653616336621150208,es tanto el dolor que hasta quiero vomitar,2023-05-03T04:23:52+00:00,es,twitter,ɐɯoɹ𓆙,@__rominitNo mNo mNo mNo matchtchtchtch,impulsiva y explosiva siempre,2017-01-11T01:53:50+00:00,1368,453,12255,36136,,,,,,,2,Man,es tanto el dolor que hasta quiero vomitar,negative
4347,4347,1653616317587415041,"@Palitroque_V2 Me huele a cashgrab donde el progresismo de la serie evolucionará aquí a LGBT, no-binarios *nauseas*, y romper más roles tradicionales ""revolucionando"".",2023-05-03T04:23:47+00:00,es,twitter,FelizNo mNo mNo mNo mNo matchtchtchtchtchrdFNo mNo mNo mNo mNo matchtchtchtchtchntNo mNo mNo mNo mNo matchtchtchtchtchsy,@FelizNo mNo mNo mNo matchtchtchtchrdFNo mNo mNo mNo matchtchtchtchntNo mNo mNo mNo matchtchtchtchsy,"⭐♂/24/🇺🇾⭐
📄ENG often/Anti-izquierdismo/Reseñador/Gamer/Seré escritor/Ateo/Dibujo poco y rt mucho/♥ hablar/☕🥜🍫🍕🍦 RULZ/Ejercito seguido/ENFP-T📄",2018-01-16T01:15:37+00:00,52,93,10992,8528,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,"Me huele a cashgrab donde el progresismo de la serie evolucionará aquí a lgbt, no-binarios *nauseas*, y romper más roles tradicionales ""revolucionando"".",negative
4348,4348,1653615355934257154,Las ganas d vomitar que eh manejado todo el día 🥲 hasta el punto d que m de asco el cigarro 😫,2023-05-03T04:19:58+00:00,es,twitter,𝑽 💋,@VmediinNo mNo mNo mNo matchtchtchtchnumbersnumbers,Piscis ♓️ 🇳🇱 07/02❤️‍🩹,2018-04-08T01:59:45+00:00,557,280,21156,14300,Uruguay,UY,Soriano,Soriano,,"-33.4, -58.31667",2,Man,Las ganas d vomitar que eh manejado todo el día  EMOJI  hasta el punto d que m de asco el cigarro  EMOJI ,negative
4349,4349,1653592191065894914,q ganas de vomitar amigo 🤢,2023-05-03T02:47:55+00:00,es,twitter,INo mNo mNo mNo mNo matchtchtchtchtchruu 😘,@INo mNo mNo mNo matchtchtchtchriinumbersnumbersnumbersnumbersnumbersnumbersnumbersnumbers,https://cafecito.app/iarii63,2021-05-16T17:17:18+00:00,11,70,1482,3644,Uruguay,UY,San José de Mayo,San José,,"-34.3375, -56.71361",1,Woman,q ganas de vomitar amigo  EMOJI ,negative
4350,4350,1653566162427428866,"Estuve absolutamente  todo el día con el cuerpo temblando, el corazón a mil y ganas de vomitar, ansiedad de mierda",2023-05-03T01:04:29+00:00,es,twitter,solco,@SolciFoglino,Snap: solcifoglino👻,2013-06-21T16:06:58+00:00,1429,847,39701,43236,Uruguay,UY,Rodríguez,San José,,"-34.38278, -56.54167",1,Woman,"Estuve absolutamente  todo el día con el cuerpo temblando, el corazón a mil y ganas de vomitar, ansiedad de mierda",negative
4351,4351,1653559164935852032,quiero vomitar,2023-05-03T00:36:41+00:00,es,twitter,𝑪𝒖No mNo mNo mNo mNo matchtchtchtchtch𝒓𝒕𝒐 𝒎𝒆𝒔.🫶🏻🇱🇻🩷,@No mNo mNo mNo matchtchtchtchbrillbelenn,"20

L10 SABE CUANTO PESA⭐⭐⭐
 Lanús🇱🇻 y DSC💜
Creadora del apodo Juguito Boggio🧃",2021-08-10T02:24:26+00:00,781,439,28267,50044,Uruguay,UY,Punta del Este,Maldonado,,"-34.96667, -54.95",1,Woman,quiero vomitar,negative
4352,4352,1653551327031578625,"vomité enfrente de mi hermano y sus amigos,la vergüenza de mi vida chau",2023-05-03T00:05:32+00:00,es,twitter,fiio🥥,@ffiorellNo mNo mNo mNo matchtchtchtchp,ig:rodriiguezffio #fuckferxxo👹,2022-05-14T21:20:08+00:00,36,34,1432,1307,Uruguay,UY,,Canelones,,"-34.64444, -56.28861",1,Woman,"vomité enfrente de mi hermano y sus amigos,la vergüenza de mi vida chau",negative
4353,4353,1653540192869920771,si me embaraze q me lo digan ya dios basga d estas nauseas horrendas,2023-05-02T23:21:17+00:00,es,twitter,No mNo mNo mNo mNo matchtchtchtchtchgustinNo mNo mNo mNo mNo matchtchtchtchtch,@bostuertnumbers,20. siempre mono nunca sapo @bosteradebok,2023-05-01T22:26:08+00:00,49,221,255,461,Uruguay,UY,Joaquín Suárez,Canelones,,"-34.73361, -56.03667",1,Woman,si me embaraze q me lo digan ya dios basga d estas nauseas horrendas,negative
4354,4354,1653535564937797636,"@AntonioValentln @itsD3lay imaginate estar sangrando una semana entera, con dolor de útero, de riñones, de espalda baja, con vómito, fiebre y desequilibro hormonal, y aguantar a gente diciendo boludeces. vos tambien tratarías mal a quien se te cruce.",2023-05-02T23:02:54+00:00,es,twitter,cNo mNo mNo mNo mNo matchtchtchtchtchmi,@junelvsbuhNo mNo mNo mNo matchtchtchtchje,sueño que bailamos en la lluvia,2023-03-02T02:26:28+00:00,195,189,2747,38289,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,"imaginate estar sangrando una semana entera, con dolor de útero, de riñones, de espalda baja, con vómito, fiebre y desequilibro hormonal, y aguantar a gente diciendo boludeces. vos tambien tratarías mal a quien se te cruce.",negative
4355,4355,1653520697589628929,26 años y todavía me da miedo vomitar,2023-05-02T22:03:49+00:00,es,twitter,Julepe,@JuleNo mNo mNo mNo matchtchtchtchnbNo mNo mNo mNo matchtchtchtch,"Buscando lo que encienda mi alma🙌🏼✨ ♦ Sagitariana, Estudiante de Psicologia",2012-02-09T14:19:47+00:00,776,1012,14077,4928,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",2,Man,NUM años y todavía me da miedo vomitar,negative
4356,4356,1653508767386853376,"@sabridiyorio le pasaba de todo, tenia calor, ganas de vomitar",2023-05-02T21:16:25+00:00,es,twitter,MNo mNo mNo mNo mNo matchtchtchtchtchrtin 🇺🇾🇸🇪,@MNo mNo mNo mNo matchtchtchtchrtinXeneizenumbersnumbers,Un Uruguayo de Boca 💛💙 y Peñarol 💛🖤,2019-06-05T20:31:38+00:00,349,476,16752,23332,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,"le pasaba de todo, tenia calor, ganas de vomitar",negative
4357,4357,1653475310887682064,Maldita diarrea. https://t.co/qYOkfwmL7j,2023-05-02T19:03:28+00:00,eu,twitter,PNo mNo mNo mNo mNo matchtchtchtchtchblo,@AgNo mNo mNo mNo matchtchtchtchinMelomNo mNo mNo mNo matchtchtchtchno,Almost new account. Back to basics.,2021-10-11T00:25:45+00:00,207,347,39311,146082,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,Maldita diarrea. URL,negative
4358,4358,1653473424105193499,Nauseas salgan de miiiiii,2023-05-02T18:55:59+00:00,es,twitter,MNo mNo mNo mNo mNo matchtchtchtchtchthiNo mNo mNo mNo mNo matchtchtchtchtchs Alvez,@AlvezMNo mNo mNo mNo matchtchtchtchthiNo mNo mNo mNo matchtchtchtchs,Fotógrafo,2012-05-28T23:09:18+00:00,1119,577,2118,1867,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,Nauseas salgan de miiiiii,negative
4359,4359,1653463424372752401,"@danenero8 Te reitero, los niños se morían de diarrea. No sé lo que comían pero no les caí bien.",2023-05-02T18:16:14+00:00,es,twitter,MNo mNo mNo mNo mNo matchtchtchtchtchrygNo mNo mNo mNo mNo matchtchtchtchtchmbler . __ YO NO LOS VOTÉ,@mNo mNo mNo mNo matchtchtchtchrygNo mNo mNo mNo matchtchtchtchmbler,"No se que hago aca leyendo tanta falsedad, discriminación , hipocresía y sobre todo doble moral Fuera fakes los bloqueo de una .",2014-03-27T23:14:49+00:00,6343,4254,292318,387141,Uruguay,UY,,Canelones,,"-34.64444, -56.28861",1,Woman,"Te reitero, los niños se morían de diarrea. No sé lo que comían pero no les caí bien.",negative
4360,4360,1653461089231749129,"@amargalamina …Tomas de mi mano y por dentro lloro

*basta q me dan nauseas 😂",2023-05-02T18:06:58+00:00,es,twitter,NNo mNo mNo mNo mNo matchtchtchtchtcht,@nNo mNo mNo mNo matchtchtchtchtnumbersnumbersnumbersok,A. Veterinaria 🐕🐈 /Int. Asistidas con Animales con perspectiva en violencia de género 💜/ La comunicación es la clave✨,2022-04-28T23:23:01+00:00,896,580,22314,62337,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,…Tomas de mi mano y por dentro lloro  *basta q me dan nauseas  EMOJI ,negative
4361,4361,1653456810412593157,Me vomito de los nervios,2023-05-02T17:49:58+00:00,es,twitter,Cin,@CZNo mNo mNo mNo matchtchtchtchnoniNo mNo mNo mNo matchtchtchtchni,,2016-03-04T23:31:55+00:00,139,125,20997,11004,Uruguay,UY,Paysandú,Paysandú,,"-32.32139, -58.07556",2,Man,Me vomito de los nervios,negative
4362,4362,1653446565594275842,@chinchulinchu vomito,2023-05-02T17:09:15+00:00,es,twitter,ᴀᴠʀᴜ,@AvruGodoy,"1891                                                                                
                
dembow y brujería",2017-07-24T12:50:37+00:00,690,506,18392,69867,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,vomito,negative
4363,4363,1653439022411259906,@nicoinme me dio nauseas,2023-05-02T16:39:17+00:00,es,twitter,PIPI,@pipidipipi,María Pía Macedo,2012-05-27T21:47:27+00:00,707,543,13058,53264,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,me dio nauseas,negative
4364,4364,1653432227903033344,Increíble que en todos los trabajos que tuve y voy teniendo vomite el primer día es como mi sello JAJAJAJ,2023-05-02T16:12:17+00:00,es,twitter,𝑺𝒐𝒇𝒊No mNo mNo mNo mNo matchtchtchtchtch🪐,@Sofii_godoynumbers,perdí la otra cuenta!!,2021-06-03T17:05:58+00:00,591,207,1742,1443,Uruguay,UY,Dolores,Soriano,,"-33.53009, -58.21701",1,Woman,Increíble que en todos los trabajos que tuve y voy teniendo vomite el primer día es como mi sello jajajaj,neutral
4365,4365,1653422607000039432,Las nauseas me tienen loca 😩 es inhumano,2023-05-02T15:34:03+00:00,es,twitter,GNo mNo mNo mNo mNo matchtchtchtchtchlNo mNo mNo mNo mNo matchtchtchtchtchretto con doble T,@RominNo mNo mNo mNo matchtchtchtchGNo mNo mNo mNo matchtchtchtchlNo mNo mNo mNo matchtchtchtchrettnumbers,No sé lo tomen a pecho,2022-10-31T03:59:18+00:00,102,188,2286,3379,,,,,,,1,Woman,Las nauseas me tienen loca  EMOJI  es inhumano,negative
4366,4366,1653421773042450443,"Aaah tas loco, antes solo no me gustaba el pescado, ahora siento el olor y hasta ganas de vomitar me dan, no me la contesssss",2023-05-02T15:30:44+00:00,es,twitter,𝙁𝙡𝙤𝙧𝙚𝙣𝙘𝙞No mNo mNo mNo mNo matchtchtchtchtch🌻,@Flooonumbersnumbersnumbersnumbers,•22•,2017-06-29T23:42:38+00:00,439,362,7519,11067,Uruguay,UY,Salto,Salto,,"-31.38333, -57.96667",2,Man,"Aaah tas loco, antes solo no me gustaba el pescado, ahora siento el olor y hasta ganas de vomitar me dan, no me la contesssss",negative
